Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG39,OUT035,935.0323883040935
FDU32,OUT049,2243.6695967213113
FDY27,OUT049,2851.631695876289
NCP54,OUT013,2243.6695967213113
NCZ41,OUT049,1987.251048648647
DRL49,OUT013,2309.2007980000003
FDI05,OUT018,1259.549051315789
FDY56,OUT045,4109.900606217618
DRC13,OUT013,2243.6695967213113
NCV29,OUT017,2851.631695876289
FDR24,OUT049,1259.549051315789
FDZ34,OUT018,2893.83982589928
FDP37,OUT035,2142.743570940171
FDX08,OUT027,5329.314724444444
FDS57,OUT045,1827.8328454545451
NCG18,OUT049,1690.2340862385322
FDK25,OUT018,2232.8470218487405
FDH53,OUT049,1259.549051315789
DRI59,OUT018,3327.9525829268287
FDA52,OUT046,2568.33283364486
FDT20,OUT010,92.67548155339804
FDE36,OUT019,425.93559145299156
FDI24,OUT017,2851.631695876289
FDB28,OUT018,2893.83982589928
FDV11,OUT017,2851.631695876289
FDP01,OUT046,2453.7477006993004
FDD34,OUT027,4117.317712631579
FDJ50,OUT027,1378.263185276074
FDZ44,OUT013,1922.1493817142857
DRO59,OUT035,1103.186213333333
DRB48,OUT045,677.1027476190475
FDR21,OUT018,2568.33283364486
NCE42,OUT010,584.7577647727275
FDO23,OUT046,1424.5946902777773
NCE30,OUT018,3327.9525829268287
FDQ22,OUT035,583.8145788617884
FDY01,OUT045,1827.8328454545451
FDS08,OUT017,2851.631695876289
FDG28,OUT018,3327.9525829268287
FDQ51,OUT018,798.2176035398228
FDB05,OUT017,4433.3040326530645
FDO56,OUT049,1922.1493817142857
FDE02,OUT018,1259.549051315789
FDN45,OUT017,3737.2957751824815
FDS09,OUT013,713.8586545454552
NCA54,OUT018,3384.108064242422
FDP09,OUT010,584.7577647727275
FDC53,OUT045,1559.3429752688176
NCM55,OUT017,2939.3484761904742
FDL09,OUT018,2232.8470218487405
FDA11,OUT019,219.2185209302325
FDA50,OUT045,1559.3429752688176
FDC23,OUT017,2568.33283364486
FDE22,OUT049,2286.4132673684203
FDD23,OUT046,3391.591252727272
NCA29,OUT049,3104.189829906543
FDK38,OUT046,2286.4132673684203
DRC13,OUT046,2243.6695967213113
NCP43,OUT049,2568.33283364486
FDX28,OUT049,1559.3429752688176
FDF08,OUT049,1259.549051315789
FDZ33,OUT046,2503.5013364485985
FDD10,OUT049,2568.33283364486
FDO58,OUT017,2453.7477006993004
FDI50,OUT017,4109.900606217618
FDO58,OUT045,2453.7477006993004
FDX08,OUT013,3384.108064242422
NCK17,OUT010,92.67548155339804
FDF39,OUT035,4034.3003068965513
FDU45,OUT010,281.48208181818165
NCJ18,OUT018,1752.2524400000004
DRC27,OUT019,584.7577647727275
DRC25,OUT035,1481.8506141732287
FDU59,OUT035,2503.5013364485985
FDU28,OUT035,2939.3484761904742
NCP30,OUT046,677.1027476190475
FDB39,OUT018,796.6402682539683
FDE41,OUT013,1424.5946902777773
DRH11,OUT010,165.9185816513762
FDA58,OUT045,3737.2957751824815
FDU50,OUT046,1922.1493817142857
FDM34,OUT013,1987.251048648647
FDM44,OUT027,2517.882088484847
FDR39,OUT045,3384.108064242422
FDM25,OUT045,2851.631695876289
FDQ49,OUT049,2453.7477006993004
DRH25,OUT018,796.6402682539683
FDM09,OUT027,4117.317712631579
FDL44,OUT019,346.8972837209304
NCR42,OUT018,507.0464036697249
DRL59,OUT046,935.0323883040935
FDX43,OUT013,2286.4132673684203
DRK47,OUT010,584.7577647727275
FDU48,OUT018,1752.2524400000004
FDY12,OUT045,713.8586545454552
NCN43,OUT018,1752.2524400000004
NCM55,OUT018,3384.108064242422
FDQ21,OUT027,3242.0620715328473
FDX13,OUT035,4433.3040326530645
NCK30,OUT027,6280.890879999999
FDG20,OUT049,2568.33283364486
DRG27,OUT017,677.1027476190475
FDY14,OUT018,3327.9525829268287
FDP59,OUT035,1784.4287381818178
FDU60,OUT017,2453.7477006993004
NCC18,OUT019,425.93559145299156
DRJ39,OUT017,3753.0000993630574
FDS07,OUT049,1922.1493817142857
FDM08,OUT027,5329.314724444444
FDP51,OUT045,1827.8328454545451
FDU16,OUT035,1243.068929770992
FDH12,OUT013,1511.8747716981138
DRE48,OUT010,482.6995426229507
NCL42,OUT027,6280.890879999999
FDR21,OUT045,2568.33283364486
NCW29,OUT035,2243.6695967213113
FDO11,OUT013,4034.3003068965513
NCM31,OUT049,2309.2007980000003
FDV35,OUT019,346.8972837209304
FDF58,OUT017,935.0323883040935
NCE43,OUT049,2894.2207107142863
FDA02,OUT035,2660.9504030303024
DRL37,OUT010,92.67548155339804
FDR24,OUT018,1259.549051315789
FDW59,OUT049,1259.549051315789
FDS22,OUT049,677.1027476190475
FDW24,OUT017,713.8586545454552
FDU24,OUT035,1559.3429752688176
FDA21,OUT027,5329.314724444444
FDH58,OUT027,3242.0620715328473
FDW36,OUT018,1372.688490740741
FDI45,OUT027,4117.317712631579
FDU01,OUT018,2752.970934653464
FDF35,OUT027,2517.882088484847
FDU43,OUT019,584.7577647727275
FDE24,OUT019,346.8972837209304
FDK50,OUT049,2649.1102324324333
FDG31,OUT045,1103.186213333333
FDC60,OUT045,1481.8506141732287
FDL36,OUT013,1424.5946902777773
FDP21,OUT013,2893.83982589928
FDW16,OUT045,1424.5946902777773
FDX02,OUT017,3753.0000993630574
FDQ58,OUT027,4117.317712631579
FDT51,OUT046,1784.4287381818178
FDD59,OUT049,1259.549051315789
NCM42,OUT018,1372.688490740741
FDA57,OUT018,507.0464036697249
FDZ48,OUT035,1511.8747716981138
FDE46,OUT045,2453.7477006993004
NCZ30,OUT019,281.48208181818165
FDB56,OUT017,3391.591252727272
FDA25,OUT027,2517.882088484847
FDD20,OUT013,2243.6695967213113
FDL25,OUT013,1481.8506141732287
NCO18,OUT049,2851.631695876289
FDJ45,OUT017,583.8145788617884
FDR12,OUT035,2894.2207107142863
NCF19,OUT010,92.67548155339804
FDK25,OUT046,2503.5013364485985
NCR17,OUT046,1922.1493817142857
FDC52,OUT046,2649.1102324324333
NCA54,OUT017,3384.108064242422
FDR45,OUT010,584.7577647727275
NCM19,OUT049,1922.1493817142857
FDF39,OUT027,6280.890879999999
FDX23,OUT049,1559.3429752688176
FDD58,OUT027,2517.882088484847
FDX28,OUT013,1879.05405
NCD31,OUT013,2894.2207107142863
FDU57,OUT018,2232.8470218487405
FDI27,OUT046,798.2176035398228
NCM42,OUT046,1879.05405
FDD32,OUT027,2517.882088484847
FDI34,OUT013,3454.062559154929
NCM29,OUT049,2243.6695967213113
FDG46,OUT018,1752.2524400000004
DRC01,OUT010,92.67548155339804
FDB15,OUT027,6280.890879999999
NCA17,OUT027,4117.317712631579
FDF10,OUT046,2660.9504030303024
FDR26,OUT027,5329.314724444444
FDI02,OUT049,1784.4287381818178
NCM54,OUT010,281.48208181818165
FDF14,OUT013,2649.1102324324333
FDJ33,OUT010,281.48208181818165
FDM20,OUT035,4109.900606217618
FDC03,OUT027,5329.314724444444
NCX05,OUT046,1922.1493817142857
NCM41,OUT027,2517.882088484847
NCU29,OUT010,346.8972837209304
FDQ59,OUT017,1243.068929770992
FDH46,OUT010,219.2185209302325
FDH09,OUT013,713.8586545454552
NCD06,OUT045,798.2176035398228
FDC15,OUT035,2894.2207107142863
DRD37,OUT027,1378.263185276074
FDT28,OUT027,4117.317712631579
FDR28,OUT027,4117.317712631579
FDT38,OUT017,1424.5946902777773
FDV34,OUT027,1378.263185276074
FDY52,OUT035,935.0323883040935
FDB34,OUT013,1424.5946902777773
DRL23,OUT018,1372.688490740741
DRB24,OUT046,2649.1102324324333
FDJ50,OUT046,935.0323883040935
FDQ49,OUT035,2453.7477006993004
FDP20,OUT035,1987.251048648647
FDV19,OUT027,4117.317712631579
NCR54,OUT045,3130.0049049504946
FDO09,OUT010,584.7577647727275
FDS57,OUT018,1752.2524400000004
FDN10,OUT049,1922.1493817142857
FDV23,OUT049,2142.743570940171
FDY28,OUT049,3454.062559154929
DRG51,OUT013,2894.2207107142863
FDD45,OUT019,219.2185209302325
NCL18,OUT027,5329.314724444444
NCM29,OUT013,2243.6695967213113
FDF17,OUT027,5329.314724444444
FDE22,OUT017,2286.4132673684203
FDQ22,OUT017,583.8145788617884
FDS01,OUT013,2851.631695876289
FDW35,OUT027,1378.263185276074
FDJ33,OUT046,2142.743570940171
NCF54,OUT035,3104.189829906543
FDE09,OUT013,1690.2340862385322
NCE06,OUT045,2503.5013364485985
DRH49,OUT049,1259.549051315789
FDY43,OUT045,2894.2207107142863
NCT05,OUT017,4034.3003068965513
FDZ34,OUT045,3391.591252727272
FDL38,OUT017,1424.5946902777773
FDZ31,OUT017,2939.3484761904742
FDR14,OUT035,935.0323883040935
NCN54,OUT049,1259.549051315789
NCC42,OUT027,3242.0620715328473
FDK08,OUT017,1559.3429752688176
FDP59,OUT013,1784.4287381818178
FDV22,OUT035,2894.2207107142863
FDD33,OUT035,3737.2957751824815
DRE60,OUT027,6280.890879999999
FDK52,OUT046,3454.062559154929
FDA02,OUT017,2660.9504030303024
FDM56,OUT049,1511.8747716981138
FDE57,OUT035,2309.2007980000003
FDM32,OUT045,1424.5946902777773
NCQ30,OUT027,3242.0620715328473
FDQ27,OUT027,2517.882088484847
FDT60,OUT027,3242.0620715328473
FDU43,OUT049,4109.900606217618
NCO55,OUT035,1511.8747716981138
FDG02,OUT045,2752.970934653464
FDJ28,OUT013,2893.83982589928
FDP40,OUT045,1879.05405
FDJ38,OUT045,3391.591252727272
NCC54,OUT017,3737.2957751824815
NCZ41,OUT046,1987.251048648647
FDK38,OUT019,346.8972837209304
FDU52,OUT013,2286.4132673684203
FDC40,OUT046,1103.186213333333
NCR30,OUT017,1103.186213333333
NCN18,OUT017,1511.8747716981138
FDB50,OUT035,1243.068929770992
FDG04,OUT013,2752.970934653464
FDR26,OUT035,2568.33283364486
NCT17,OUT018,2893.83982589928
FDX35,OUT027,6280.890879999999
FDS12,OUT046,2142.743570940171
NCZ29,OUT027,3242.0620715328473
FDB38,OUT010,346.8972837209304
FDP12,OUT013,507.0464036697249
FDP22,OUT046,713.8586545454552
FDS26,OUT018,3327.9525829268287
FDR52,OUT046,2939.3484761904742
DRJ13,OUT046,2894.2207107142863
FDU48,OUT027,3242.0620715328473
FDE29,OUT035,935.0323883040935
NCT29,OUT049,1987.251048648647
DRK37,OUT018,2893.83982589928
FDK55,OUT046,1424.5946902777773
FDR07,OUT046,1559.3429752688176
FDO21,OUT027,5329.314724444444
FDK46,OUT049,4433.3040326530645
FDB12,OUT045,1784.4287381818178
FDT31,OUT027,5329.314724444444
FDJ33,OUT045,1827.8328454545451
FDC26,OUT027,3242.0620715328473
NCQ02,OUT045,2752.970934653464
FDP08,OUT010,482.6995426229507
FDB11,OUT027,6280.890879999999
FDV55,OUT013,2660.9504030303024
FDW20,OUT049,2243.6695967213113
NCJ18,OUT019,281.48208181818165
FDC41,OUT018,1103.186213333333
FDE14,OUT027,2517.882088484847
FDG35,OUT013,2568.33283364486
FDF45,OUT035,935.0323883040935
FDS19,OUT027,2517.882088484847
FDS58,OUT019,346.8972837209304
FDA26,OUT017,3737.2957751824815
FDM32,OUT049,1259.549051315789
FDL45,OUT046,2243.6695967213113
FDZ55,OUT049,2649.1102324324333
FDY37,OUT049,2309.2007980000003
FDO46,OUT046,2752.970934653464
FDQ60,OUT046,2142.743570940171
FDA19,OUT018,1752.2524400000004
FDL15,OUT046,2660.9504030303024
FDM10,OUT018,3327.9525829268287
NCL05,OUT017,677.1027476190475
DRK49,OUT010,92.67548155339804
NCE18,OUT027,6280.890879999999
FDG40,OUT049,583.8145788617884
DRI59,OUT045,3753.0000993630574
FDK28,OUT035,4433.3040326530645
NCD06,OUT019,92.67548155339804
FDO11,OUT019,584.7577647727275
FDK27,OUT046,2243.6695967213113
FDT43,OUT027,1378.263185276074
FDD38,OUT018,1372.688490740741
FDA16,OUT049,3753.0000993630574
FDL14,OUT027,4117.317712631579
NCM17,OUT049,677.1027476190475
FDD20,OUT045,1827.8328454545451
FDA40,OUT045,1424.5946902777773
FDL43,OUT045,1243.068929770992
FDV15,OUT045,1511.8747716981138
FDE52,OUT046,1424.5946902777773
NCL17,OUT010,346.8972837209304
NCJ31,OUT045,3737.2957751824815
FDR60,OUT045,1243.068929770992
NCA18,OUT035,1922.1493817142857
FDS21,OUT027,1378.263185276074
FDW09,OUT035,1243.068929770992
FDL26,OUT035,2660.9504030303024
FDS47,OUT018,1259.549051315789
FDC39,OUT046,3454.062559154929
FDT51,OUT035,1784.4287381818178
FDK40,OUT035,4433.3040326530645
NCG19,OUT045,3737.2957751824815
FDZ07,OUT046,935.0323883040935
FDF08,OUT027,2517.882088484847
FDO04,OUT013,796.6402682539683
FDK41,OUT018,1259.549051315789
FDP15,OUT049,4433.3040326530645
NCD43,OUT018,1372.688490740741
NCP18,OUT013,2660.9504030303024
FDZ51,OUT046,1424.5946902777773
DRH13,OUT035,1690.2340862385322
FDF38,OUT045,677.1027476190475
NCI43,OUT045,713.8586545454552
FDM38,OUT027,1378.263185276074
FDS03,OUT013,1103.186213333333
DRJ47,OUT017,3104.189829906543
FDT50,OUT010,219.2185209302325
FDV02,OUT046,3104.189829906543
NCG18,OUT017,1690.2340862385322
FDW52,OUT046,2894.2207107142863
FDS40,OUT035,583.8145788617884
FDN31,OUT017,2939.3484761904742
FDA37,OUT045,1827.8328454545451
FDA15,OUT046,4433.3040326530645
FDL39,OUT046,3384.108064242422
FDJ53,OUT045,1827.8328454545451
FDX22,OUT013,3753.0000993630574
NCZ42,OUT045,4109.900606217618
FDD56,OUT027,4117.317712631579
FDD40,OUT017,2752.970934653464
FDS50,OUT013,3753.0000993630574
NCN14,OUT013,3384.108064242422
FDT15,OUT013,3384.108064242422
NCS18,OUT027,2517.882088484847
NCO26,OUT010,281.48208181818165
FDF58,OUT018,796.6402682539683
NCB19,OUT013,1481.8506141732287
FDH26,OUT017,2309.2007980000003
DRB24,OUT027,4117.317712631579
FDA49,OUT018,1259.549051315789
FDB32,OUT045,1559.3429752688176
FDI36,OUT017,3130.0049049504946
NCA17,OUT010,346.8972837209304
FDH22,OUT013,2142.743570940171
NCM26,OUT018,2232.8470218487405
FDT15,OUT027,5329.314724444444
FDB16,OUT018,1259.549051315789
NCP54,OUT027,3242.0620715328473
FDJ36,OUT013,1784.4287381818178
FDO28,OUT045,1827.8328454545451
FDU09,OUT013,796.6402682539683
FDF29,OUT017,2243.6695967213113
FDY08,OUT013,2309.2007980000003
DRJ59,OUT018,507.0464036697249
FDT23,OUT027,2517.882088484847
FDU15,OUT018,507.0464036697249
FDT47,OUT013,1559.3429752688176
FDI53,OUT019,425.93559145299156
FDR59,OUT018,3327.9525829268287
FDD53,OUT035,677.1027476190475
FDY51,OUT017,3737.2957751824815
FDT04,OUT049,677.1027476190475
FDU51,OUT049,2568.33283364486
FDG14,OUT035,2286.4132673684203
NCU06,OUT045,3737.2957751824815
DRG25,OUT046,3391.591252727272
DRH49,OUT035,1243.068929770992
FDN15,OUT035,2243.6695967213113
FDL43,OUT018,1103.186213333333
NCT18,OUT049,3384.108064242422
NCB31,OUT013,4034.3003068965513
FDK57,OUT035,2142.743570940171
FDY04,OUT019,425.93559145299156
NCP54,OUT046,2243.6695967213113
FDF41,OUT013,3454.062559154929
FDM01,OUT045,1879.05405
FDW03,OUT045,1879.05405
FDF28,OUT045,1827.8328454545451
FDY37,OUT017,2309.2007980000003
FDQ03,OUT017,3737.2957751824815
FDP51,OUT027,3242.0620715328473
FDJ40,OUT017,1784.4287381818178
FDC32,OUT049,1259.549051315789
DRI49,OUT027,2517.882088484847
NCW54,OUT017,935.0323883040935
FDF09,OUT017,583.8145788617884
FDP45,OUT018,3327.9525829268287
DRJ23,OUT018,2893.83982589928
FDS59,OUT017,1784.4287381818178
FDY08,OUT046,2142.743570940171
FDX16,OUT049,2660.9504030303024
FDY16,OUT018,3384.108064242422
FDK32,OUT035,2660.9504030303024
FDQ22,OUT013,507.0464036697249
NCC31,OUT018,2232.8470218487405
FDG58,OUT049,2286.4132673684203
DRF48,OUT013,2893.83982589928
DRH36,OUT049,1103.186213333333
NCR30,OUT035,1103.186213333333
FDB03,OUT019,584.7577647727275
FDZ28,OUT027,3242.0620715328473
FDR35,OUT017,3130.0049049504946
DRD15,OUT027,6280.890879999999
FDJ33,OUT019,281.48208181818165
FDA56,OUT010,281.48208181818165
FDP56,OUT046,798.2176035398228
NCT30,OUT046,798.2176035398228
FDK15,OUT017,1511.8747716981138
FDH44,OUT018,2232.8470218487405
FDV01,OUT013,2453.7477006993004
DRG03,OUT017,2660.9504030303024
FDG50,OUT027,2517.882088484847
FDR16,OUT010,584.7577647727275
FDZ60,OUT046,1511.8747716981138
DRG03,OUT045,2660.9504030303024
FDS56,OUT018,3327.9525829268287
FDU33,OUT045,798.2176035398228
DRD27,OUT035,1559.3429752688176
FDW22,OUT046,3753.0000993630574
DRA24,OUT045,2453.7477006993004
FDF38,OUT049,677.1027476190475
FDX48,OUT013,2660.9504030303024
FDS58,OUT018,2232.8470218487405
FDC32,OUT046,1424.5946902777773
NCQ29,OUT045,4034.3003068965513
DRK39,OUT018,1259.549051315789
NCS38,OUT017,1922.1493817142857
DRO47,OUT013,1511.8747716981138
DRG27,OUT027,1378.263185276074
FDC57,OUT027,5329.314724444444
FDS55,OUT046,2286.4132673684203
NCJ06,OUT018,1752.2524400000004
FDO01,OUT019,281.48208181818165
NCM55,OUT045,2939.3484761904742
FDC52,OUT049,2649.1102324324333
FDQ15,OUT045,1243.068929770992
NCT30,OUT027,1378.263185276074
NCR42,OUT027,1378.263185276074
FDD28,OUT035,935.0323883040935
FDQ34,OUT049,1511.8747716981138
FDZ12,OUT027,3242.0620715328473
DRE13,OUT019,219.2185209302325
NCN07,OUT019,281.48208181818165
FDM28,OUT035,3384.108064242422
FDI10,OUT017,3104.189829906543
FDQ25,OUT013,2649.1102324324333
FDA38,OUT010,584.7577647727275
DRI13,OUT049,3753.0000993630574
FDY20,OUT027,2517.882088484847
NCZ53,OUT035,3391.591252727272
NCM31,OUT013,2286.4132673684203
DRB01,OUT017,3391.591252727272
DRF37,OUT046,4433.3040326530645
NCF42,OUT049,2568.33283364486
FDF16,OUT018,2232.8470218487405
FDB41,OUT013,798.2176035398228
FDR34,OUT013,4109.900606217618
FDR15,OUT018,2232.8470218487405
NCV42,OUT019,281.48208181818165
FDW51,OUT035,3737.2957751824815
FDU36,OUT017,1559.3429752688176
FDX60,OUT049,1259.549051315789
FDY03,OUT035,1922.1493817142857
FDW55,OUT045,4109.900606217618
FDT01,OUT010,584.7577647727275
FDG58,OUT013,2286.4132673684203
FDK21,OUT017,4433.3040326530645
NCS41,OUT019,482.6995426229507
FDS10,OUT045,3384.108064242422
NCT53,OUT046,2286.4132673684203
FDJ28,OUT018,2893.83982589928
FDX44,OUT045,1424.5946902777773
FDT20,OUT018,507.0464036697249
FDO44,OUT017,1511.8747716981138
NCX17,OUT049,3454.062559154929
FDY01,OUT017,1922.1493817142857
FDJ12,OUT027,5329.314724444444
DRK35,OUT018,507.0464036697249
FDD47,OUT019,425.93559145299156
NCM53,OUT035,1690.2340862385322
FDO45,OUT013,1424.5946902777773
NCM42,OUT010,281.48208181818165
FDE04,OUT046,2568.33283364486
NCI30,OUT027,6280.890879999999
FDZ19,OUT013,2851.631695876289
FDW57,OUT013,2851.631695876289
FDA25,OUT013,1784.4287381818178
FDT22,OUT046,935.0323883040935
FDP51,OUT013,2142.743570940171
FDD48,OUT027,3242.0620715328473
FDY39,OUT035,3384.108064242422
FDO48,OUT010,584.7577647727275
FDD23,OUT027,5329.314724444444
DRN35,OUT027,1378.263185276074
FDT01,OUT035,3737.2957751824815
FDC20,OUT010,165.9185816513762
DRJ35,OUT035,935.0323883040935
FDB32,OUT046,1424.5946902777773
FDL24,OUT046,3104.189829906543
NCV42,OUT035,1922.1493817142857
FDZ46,OUT046,1879.05405
FDC15,OUT013,2894.2207107142863
FDD08,OUT019,92.67548155339804
FDY50,OUT049,1259.549051315789
FDD36,OUT013,2243.6695967213113
FDG57,OUT027,1378.263185276074
FDL21,OUT018,507.0464036697249
FDN16,OUT027,2517.882088484847
FDJ09,OUT027,1378.263185276074
FDS01,OUT010,425.93559145299156
FDV33,OUT017,4034.3003068965513
DRE12,OUT017,1922.1493817142857
FDR07,OUT013,1559.3429752688176
FDP48,OUT010,482.6995426229507
NCB55,OUT035,935.0323883040935
FDQ08,OUT013,796.6402682539683
FDR34,OUT035,4109.900606217618
FDO33,OUT046,1511.8747716981138
FDP13,OUT045,677.1027476190475
FDX12,OUT049,4109.900606217618
NCT06,OUT049,2894.2207107142863
FDR16,OUT019,584.7577647727275
FDE36,OUT046,2286.4132673684203
FDZ36,OUT049,3384.108064242422
FDV13,OUT045,1424.5946902777773
NCZ17,OUT035,583.8145788617884
FDU56,OUT045,3384.108064242422
FDM09,OUT035,3104.189829906543
FDV02,OUT017,3104.189829906543
FDS34,OUT018,1752.2524400000004
FDA11,OUT049,1559.3429752688176
FDP09,OUT017,3753.0000993630574
FDB29,OUT027,3242.0620715328473
FDT19,OUT017,3104.189829906543
DRH15,OUT017,677.1027476190475
FDY38,OUT046,3454.062559154929
FDF14,OUT027,4117.317712631579
FDN48,OUT010,219.2185209302325
FDQ12,OUT013,4109.900606217618
NCJ43,OUT045,3104.189829906543
FDE17,OUT019,346.8972837209304
FDB05,OUT035,4433.3040326530645
FDH10,OUT045,2939.3484761904742
NCR06,OUT017,677.1027476190475
FDU32,OUT018,1752.2524400000004
FDD56,OUT049,2851.631695876289
FDO36,OUT018,3384.108064242422
FDH16,OUT010,219.2185209302325
FDX10,OUT018,507.0464036697249
FDZ37,OUT017,1481.8506141732287
FDU31,OUT010,584.7577647727275
DRC49,OUT049,2309.2007980000003
FDL15,OUT045,2660.9504030303024
FDN32,OUT019,482.6995426229507
DRH59,OUT027,1378.263185276074
NCU29,OUT049,2649.1102324324333
FDR37,OUT019,482.6995426229507
FDS14,OUT018,2232.8470218487405
FDU02,OUT027,6280.890879999999
FDJ08,OUT035,3391.591252727272
NCZ06,OUT045,4034.3003068965513
FDO31,OUT049,1259.549051315789
FDH31,OUT018,1372.688490740741
FDS58,OUT017,2649.1102324324333
NCA53,OUT027,1378.263185276074
FDF50,OUT046,3391.591252727272
NCW42,OUT049,3753.0000993630574
NCQ17,OUT045,2503.5013364485985
FDK51,OUT018,3327.9525829268287
NCW41,OUT010,346.8972837209304
NCR29,OUT017,935.0323883040935
FDB08,OUT019,346.8972837209304
FDA40,OUT027,2517.882088484847
FDL14,OUT018,2232.8470218487405
FDB47,OUT046,3454.062559154929
FDO03,OUT035,4109.900606217618
DRK13,OUT019,482.6995426229507
FDX13,OUT010,584.7577647727275
FDF52,OUT046,3384.108064242422
FDT11,OUT013,2893.83982589928
FDB08,OUT013,2649.1102324324333
FDQ28,OUT018,2232.8470218487405
FDD29,OUT045,4433.3040326530645
NCQ29,OUT027,6280.890879999999
NCO02,OUT013,1103.186213333333
FDR56,OUT010,482.6995426229507
NCM54,OUT049,1987.251048648647
FDP51,OUT035,1922.1493817142857
FDT38,OUT013,1243.068929770992
FDZ20,OUT018,3327.9525829268287
FDJ53,OUT013,1987.251048648647
FDX13,OUT049,4433.3040326530645
FDP58,OUT035,3737.2957751824815
NCK31,OUT019,165.9185816513762
FDA35,OUT018,1752.2524400000004
FDV37,OUT018,2893.83982589928
NCO07,OUT027,5329.314724444444
FDA20,OUT045,3391.591252727272
FDZ59,OUT035,2503.5013364485985
NCY17,OUT017,677.1027476190475
FDQ28,OUT035,2660.9504030303024
FDV35,OUT017,2453.7477006993004
FDQ36,OUT013,507.0464036697249
FDD34,OUT018,2232.8470218487405
FDK51,OUT045,4433.3040326530645
FDV31,OUT035,2851.631695876289
FDR04,OUT035,1559.3429752688176
FDR14,OUT049,796.6402682539683
DRC36,OUT010,425.93559145299156
FDE39,OUT019,281.48208181818165
FDP57,OUT049,1511.8747716981138
FDE57,OUT046,2309.2007980000003
NCN18,OUT046,1511.8747716981138
NCQ05,OUT018,2232.8470218487405
FDW47,OUT035,1987.251048648647
FDV46,OUT035,2243.6695967213113
NCP29,OUT045,1103.186213333333
FDE09,OUT018,1372.688490740741
NCU06,OUT027,6280.890879999999
FDT19,OUT010,425.93559145299156
DRF15,OUT017,2453.7477006993004
DRI51,OUT013,2894.2207107142863
NCX54,OUT013,1690.2340862385322
DRE01,OUT013,3454.062559154929
NCB07,OUT045,3130.0049049504946
FDU50,OUT035,1922.1493817142857
FDG40,OUT035,583.8145788617884
FDW10,OUT018,2568.33283364486
FDX51,OUT013,2893.83982589928
NCP17,OUT045,1103.186213333333
FDP21,OUT035,3391.591252727272
FDL04,OUT045,1511.8747716981138
FDV23,OUT013,2142.743570940171
FDF24,OUT046,1243.068929770992
FDH56,OUT027,3242.0620715328473
FDB51,OUT049,796.6402682539683
FDI58,OUT027,2517.882088484847
FDR20,OUT013,798.2176035398228
FDC51,OUT018,1752.2524400000004
FDB16,OUT027,2517.882088484847
FDE40,OUT049,796.6402682539683
NCM17,OUT035,677.1027476190475
FDU56,OUT035,3384.108064242422
FDS32,OUT019,281.48208181818165
FDX02,OUT049,3753.0000993630574
FDT39,OUT027,4117.317712631579
FDE35,OUT017,935.0323883040935
NCI42,OUT019,584.7577647727275
DRL23,OUT046,1690.2340862385322
FDA10,OUT046,2142.743570940171
FDA11,OUT013,1559.3429752688176
NCM06,OUT046,2286.4132673684203
NCT05,OUT035,4034.3003068965513
NCQ02,OUT010,482.6995426229507
NCY06,OUT049,1987.251048648647
FDY56,OUT035,3753.0000993630574
FDL02,OUT035,1784.4287381818178
NCI06,OUT035,2851.631695876289
FDQ14,OUT045,2286.4132673684203
FDQ12,OUT017,4109.900606217618
FDP36,OUT046,713.8586545454552
FDK21,OUT027,6280.890879999999
FDO40,OUT045,2660.9504030303024
NCK54,OUT019,281.48208181818165
FDY09,OUT018,2568.33283364486
NCW30,OUT049,4034.3003068965513
NCC55,OUT027,1378.263185276074
FDE58,OUT018,1752.2524400000004
FDR39,OUT013,3384.108064242422
FDU28,OUT049,2939.3484761904742
FDH08,OUT017,4109.900606217618
FDG35,OUT045,2568.33283364486
FDG22,OUT049,583.8145788617884
FDC34,OUT035,2894.2207107142863
FDP15,OUT018,3327.9525829268287
FDK34,OUT010,584.7577647727275
FDU45,OUT035,1922.1493817142857
FDQ04,OUT027,1378.263185276074
FDX22,OUT018,3327.9525829268287
FDB45,OUT017,1690.2340862385322
NCH43,OUT027,5329.314724444444
DRE60,OUT046,3454.062559154929
FDD17,OUT027,6280.890879999999
NCM54,OUT017,1987.251048648647
NCH55,OUT013,2243.6695967213113
NCT06,OUT017,2894.2207107142863
FDA48,OUT027,5329.314724444444
FDY58,OUT027,6280.890879999999
FDO25,OUT045,3737.2957751824815
FDN50,OUT045,1559.3429752688176
FDH35,OUT035,2453.7477006993004
FDK09,OUT045,3737.2957751824815
FDO16,OUT013,1481.8506141732287
FDW11,OUT045,1103.186213333333
FDU47,OUT027,3242.0620715328473
NCQ42,OUT010,281.48208181818165
FDK55,OUT027,2517.882088484847
FDN08,OUT049,1922.1493817142857
FDT57,OUT045,4109.900606217618
FDJ12,OUT018,3327.9525829268287
DRL59,OUT017,713.8586545454552
NCN53,OUT046,583.8145788617884
FDO51,OUT010,92.67548155339804
FDK56,OUT017,3391.591252727272
FDY12,OUT035,935.0323883040935
FDU15,OUT035,583.8145788617884
FDQ19,OUT046,4109.900606217618
DRF15,OUT045,2453.7477006993004
DRE25,OUT019,219.2185209302325
FDK57,OUT018,1752.2524400000004
FDD33,OUT010,584.7577647727275
FDR34,OUT027,6280.890879999999
FDU04,OUT045,1827.8328454545451
FDE35,OUT019,165.9185816513762
NCD31,OUT035,2894.2207107142863
